src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
142.251.10.113,192.168.1.12,443,59690,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,17,2025-05-15 19:04:30,90110566.37763977,523.5900948871141,3.107293753171657,1.4870620104464358,1.620231742725221,134,146,15435,31746,1235.0,68.0,115.18656716417911,175.44945132092224,1292.0,71.0,217.43835616438355,359.2255934951675,1292,68,168.50357142857143,290.9079014569767,84627.40713010206,1072,1168,8,134,322976.9404216479,10040899.991989136,0.0,969113.7244377884,90110566.37763977,10048102.617263794,0.0,677523.0554709757,1319616.9818674838,88318736.07635498,10050097.465515137,0.0,609094.7315610688,1275290.9811375623,0,0,0,0,1,0,0,0,0,0,0,1.0895522388059702,168.50357142857143,0,0,8439283.847808838,142244.81582641602,2643846.7161996025,2954161.9832314495,3637092.5903320312,143504.38117980957,1449154.0023258755,1144328.694228589,0.0,0.0,9535.0,9.0,0.0,4507234.153048574,115.18656716417911,217.43835616438355,0,134,146,15435,31746
192.168.1.16,239.255.255.250,49510,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:05:21,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
142.251.10.95,192.168.1.12,443,59174,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,17,2025-05-15 19:04:32,90713189.84031677,140.7733541558746,1.609468262079694,0.815757886259571,0.7937103758201232,74,72,6656,6114,1040.0,63.0,89.94594594594595,116.22460686240845,551.0,71.0,84.91666666666667,78.63236363680741,1040,63,87.46575342465754,99.50928671355538,9902.098142240571,592,576,8,74,625608.2057952881,7139738.082885742,0.476837158203125,1553007.4674210171,89912570.71495056,7139738.082885742,0.476837158203125,1231679.0508897337,2015251.3107131075,83569685.45913696,6869728.326797485,10585.546493530273,1177037.8233681263,1909237.6176945388,0,0,0,0,1,0,0,0,0,0,0,0.972972972972973,87.46575342465754,0,0,5538353.681564331,53.64418029785156,4132638.120651245,2079586.8903419995,7139738.082885742,24873.018264770508,2255753.3780733743,1858329.3007528835,0.0,0.0,0.0,0.0,0.0,0.0,89.94594594594595,84.91666666666667,0,74,72,6656,6114
192.168.1.16,192.168.1.255,38619,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:05:24,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.16,239.255.255.250,40227,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:05:27,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
34.1.37.11,192.168.1.12,443,52815,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,6,2025-05-15 19:04:37,90333003.75938416,8.103350597637544,0.1328418130760253,0.06642090653801265,0.06642090653801265,6,6,372,360,66.0,60.0,62.0,2.8284271247461903,60.0,60.0,60.0,0.0,66,60,61.0,2.23606797749979,5.0,120,120,20,4,8212091.250853105,15377918.004989624,0.0,7451814.06882353,76055886.26861572,15377918.004989624,14845078.468322754,15211177.253723145,211034.190719917,75233505.01060486,15663314.580917358,14277117.490768433,15046701.002120972,531874.7649075036,0,0,0,0,1,0,0,0,0,0,0,1.0,61.0,501,255,0.0,0.0,0.0,0.0,15099498.271942139,266162.1570587158,5394632.180531819,6866076.793543245,0.0,0.0,0.0,0.0,0.0,0.0,62.0,60.0,0,6,6,372,360
192.168.1.2,192.168.1.255,58980,9995,4c:ab:f8:96:b3:4d,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:04:34,94584503.88908386,26.452536061657764,0.19030601483207024,0.19030601483207024,0.0,18,0,2502,0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,139,139,139.0,0.0,0.0,144,0,8,18,5563794.346416698,8800274.848937988,5002452.373504639,1167476.6593587748,94584503.88908386,8800274.848937988,5002452.373504639,5563794.346416698,1167476.6593587748,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,139.0,0,0,3797822.4754333496,456237.3161315918,1769396.448135376,1575458.1733432543,8600692.987442017,454601.0494232178,2419537.7429326377,3011320.9791482664,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0,18,0,2502,0
192.168.1.16,192.168.1.255,57943,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:05:30,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,192.168.1.254,59461,53,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:05:32,0.0,0,0,0,0,1,0,75,0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75,75,75.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0,1,0,75,0
192.168.1.12,192.168.1.254,50692,53,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:05:32,0.0,0,0,0,0,1,0,75,0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75,75,75.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0,1,0,75,0
192.168.1.254,192.168.1.12,53,59461,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:05:32,0.0,0,0,0,0,1,0,91,0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,91,91,91.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,91.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0,1,0,91,0
192.168.1.254,192.168.1.12,53,50692,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:05:32,0.0,0,0,0,0,1,0,132,0,132.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,132,132,132.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,132.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0,1,0,132,0
192.168.1.12,74.125.130.94,59692,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:05:32,17953.157424926758,216674.97855274167,445.6040690030677,445.6040690030677,0.0,8,0,3890,0,1292.0,73.0,486.25,524.0824720404223,0.0,0.0,0.0,0.0,1292,73,486.25,524.0824720404223,274662.4375,64,0,8,8,2564.736774989537,10827.54135131836,0.0,4173.979609688257,17953.157424926758,10827.54135131836,0.0,2564.736774989537,4173.979609688257,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,486.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554.0,8.0,0.0,0.0,197959.60765461283,0.0,486.25,0.0,0,8,0,3890,0
74.125.130.94,192.168.1.12,443,59692,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:05:32,8058.786392211914,617090.4349575456,1364.969793793083,1364.969793793083,0.0,11,0,4973,0,1292.0,64.0,452.09090909090907,480.5607434020944,0.0,0.0,0.0,0.0,1292,64,452.09090909090907,480.5607434020944,230938.6280991736,88,0,8,11,805.8786392211914,7807.016372680664,0.0,2334.906649968726,8058.786392211914,7807.016372680664,0.0,805.8786392211914,2334.906649968726,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,452.09090909090907,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4511.0,11.0,0.0,0.0,559761.7036182361,0.0,452.09090909090907,0.0,0,11,0,4973,0
192.168.1.16,239.255.255.250,36134,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:05:33,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,208.103.161.1,52297,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:44,90228625.77438354,16.690933582051326,0.19949323006435846,0.06649774335478616,0.1329954867095723,6,12,585,921,112.0,83.0,97.5,14.5,108.0,60.0,76.75,19.638928178492836,112,60,83.66666666666667,20.564262420249577,422.8888888888889,120,240,20,6,5307566.222022561,24603865.8618927,508.7852478027344,8059666.899950745,65617361.545562744,19762136.220932007,5477711.43913269,13123472.309112549,4853127.050138824,90219959.49745178,24603865.8618927,6708.860397338867,8201814.499768344,8755346.019643463,0,0,0,0,1,0,0,0,0,0,0,2.0,83.66666666666667,507,11,14289414.644241333,4839433.670043945,9564424.15714264,4724990.487098694,19137925.624847412,9452504.15802002,14577571.392059326,3974168.4939835183,0.0,0.0,0.0,0.0,0.0,0.0,97.5,76.75,0,6,12,585,921
192.168.1.16,192.168.1.255,35437,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:05:36,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,34.237.73.95,52547,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:39,98175145.14923096,48.56626382117806,0.26483281446112195,0.1426022847098349,0.12223052975128706,14,12,2507,2261,295.0,60.0,179.07142857142858,116.05630670726435,318.0,60.0,188.41666666666666,128.41823490281882,318,60,183.3846153846154,122.00664449846634,14885.621301775147,280,240,20,14,3927005.8059692383,15716117.858886719,12137.413024902344,6606294.518789373,98175145.14923096,15716117.858886719,293341.39823913574,7551934.242248535,7527319.560252456,82184098.0052948,16057017.32635498,12137.413024902344,7471281.636844981,7781652.375707362,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,183.3846153846154,254,853,0.0,0.0,0.0,0.0,13852737.426757812,11805.534362792969,3153240.5376434326,5394391.701783927,0.0,0.0,0.0,0.0,0.0,0.0,179.07142857142858,188.41666666666666,0,14,12,2507,2261
192.168.1.12,140.82.112.26,52855,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:24,15004116.296768188,23.193635207623487,0.33324188516700415,0.13329675406680166,0.19994513110020248,2,3,143,205,83.0,60.0,71.5,11.5,79.0,60.0,68.33333333333333,7.93025150224688,83,60,69.6,9.645724441429994,93.03999999999999,40,60,20,2,3751029.074192047,14510503.053665161,0.476837158203125,6212802.290330256,0,0.0,0.0,0.0,0.0,14757358.55102539,14510503.053665161,246855.4973602295,7378679.275512695,7131823.778152466,0,0,0,0,1,0,0,0,0,0,0,1.5,69.6,252,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,68.33333333333333,0,2,3,143,205
192.168.1.16,239.255.255.250,49536,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:05:39,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,224.0.0.251,5353,5353,c8:a3:e8:00:75:89,01:00:5e:00:00:fb,17,2025-05-15 19:05:39,757748.3654022217,2656.554724379347,7.918195899789411,7.918195899789411,0.0,6,0,2013,0,625.0,81.0,335.5,255.1011237398482,0.0,0.0,0.0,0.0,625,81,335.5,255.1011237398482,65076.583333333336,48,0,8,6,151549.67308044434,252467.63229370117,1141.7865753173828,122708.62115866791,757748.3654022217,252467.63229370117,1141.7865753173828,151549.67308044434,122708.62115866791,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,335.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.0,6.0,0.0,0.0,2323.990496588192,0.0,335.5,0.0,0,6,0,2013,0
192.168.1.16,192.168.1.255,35854,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:05:42,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.16,239.255.255.250,38528,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:05:45,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,3.171.198.24,52779,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:32,14985230.922698975,30.630158612018906,0.46712660192621425,0.20019711511123467,0.2669294868149796,3,4,180,279,60.0,60.0,60.0,0.0,93.0,60.0,69.75,13.645054048995188,93,60,65.57142857142857,11.387425933359792,129.67346938775512,60,80,20,3,2497538.4871164956,14972146.74949646,0.0,5578815.183428503,14978378.534317017,14978378.534317017,0.0,7489189.267158508,7489189.267158508,14978999.614715576,14972146.74949646,0.2384185791015625,4992999.871571858,7056322.982366046,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,65.57142857142857,255,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,69.75,0,3,4,180,279
192.168.1.12,185.199.109.154,52771,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:48,5968.0938720703125,21112.268456375838,335.115372323426,167.557686161713,167.557686161713,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,1023,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.16,192.168.1.255,41607,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:05:48,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,185.199.109.154,52792,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:49,6087.541580200195,20698.010574550583,328.53985038969176,164.26992519484588,164.26992519484588,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,185.199.108.133,52794,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:49,6465.911865234375,19486.810619469026,309.31445427728613,154.65722713864307,154.65722713864307,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.16,239.255.255.250,50618,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:05:51,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,172.64.146.98,54858,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:05:52,19282.102584838867,296907.4547140649,570.4772055641422,363.0309489953632,207.44625656877898,7,4,4258,1467,1292.0,85.0,608.2857142857143,592.2368527843554,1242.0,64.0,366.75,505.42525411775773,1292,64,520.4545454545455,574.1025191369037,329593.70247933886,56,32,8,7,1928.2102584838867,10914.56413269043,0.0,3897.7885788046774,19282.102584838867,10915.279388427734,0.0,3213.683764139811,4603.559124580635,8366.823196411133,8365.869522094727,0.2384185791015625,2788.9410654703775,3943.4839346761432,0,0,0,0,1,0,0,0,0,0,0,0.5714285714285714,520.4545454545455,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.2857142857143,366.75,0,7,4,4258,1467
172.64.146.98,192.168.1.12,443,54858,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:05:52,0.2384185791015625,10972299264.0,16777216.0,16777216.0,0.0,4,0,2616,0,1242.0,66.0,654.0,588.0,0.0,0.0,0.0,0.0,1242,66,654.0,588.0,345744.0,32,0,8,4,0.07947285970052083,0.2384185791015625,0.0,0.11239159602905076,0.2384185791015625,0.2384185791015625,0.0,0.07947285970052083,0.11239159602905076,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,654.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.0,4.0,0.0,0.0,10267656192.0,0.0,654.0,0.0,0,4,0,2616,0
172.64.155.209,192.168.1.12,443,52724,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:05:52,230161.9052886963,5878.4706283296855,39.10290883589591,39.10290883589591,0.0,9,0,1353,0,768.0,60.0,150.33333333333334,219.6198736200549,0.0,0.0,0.0,0.0,768,60,150.33333333333334,219.6198736200549,48232.88888888889,180,0,20,9,28770.238161087036,230160.23635864258,0.0,76118.26453862838,230161.9052886963,230160.23635864258,0.0,28770.238161087036,76118.26453862838,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,150.33333333333334,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,9.0,0.0,0.0,3766.913551191306,0.0,150.33333333333334,0.0,0,9,0,1353,0
192.168.1.12,172.64.155.209,52724,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:30,21723112.5831604,334.43641983569955,0.414305268894879,0.3222374313626837,0.09206783753219534,7,2,7139,126,5252.0,60.0,1019.8571428571429,1799.0369986325961,66.0,60.0,63.0,3.0,5252,60,807.2222222222222,1635.7120622582947,2675553.9506172836,140,40,20,7,2715389.07289505,21431316.85256958,0.0,7074206.173217425,21676684.617996216,21438781.73828125,0.0,3612780.769666036,7972311.941495091,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.2857142857142857,807.2222222222222,252,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6755.0,6.0,0.0,0.0,28393.939611379414,0.0,1019.8571428571429,63.0,0,7,2,7139,126
104.18.32.47,192.168.1.12,443,52767,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:05:53,13934.135437011719,24328.743001847924,287.06481418109644,287.06481418109644,0.0,4,0,339,0,101.0,60.0,84.75,15.368392889303683,0.0,0.0,0.0,0.0,101,60,84.75,15.368392889303683,236.1875,80,0,20,4,4644.711812337239,13933.897018432617,0.0,6568.445851648967,13934.135437011719,13933.897018432617,0.0,4644.711812337239,6568.445851648967,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,84.75,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,4.0,0.0,0.0,8827.243036068716,0.0,84.75,0.0,0,4,0,339,0
192.168.1.12,104.18.32.47,52767,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:05:31,21674174.785614014,147.50273224344267,0.5075164387481605,0.2768271484080876,0.23068929034007296,6,5,1991,1206,1460.0,60.0,331.8333333333333,507.794386429083,960.0,60.0,241.2,359.40751244235275,1460,60,290.6363636363636,448.77637126408376,201400.23140495873,120,100,20,6,2167417.4785614014,21593500.1373291,0.0,6475377.953135106,21622879.50515747,21601738.214492798,0.0,4324575.901031494,8638584.600576786,21665936.708450317,21599773.88381958,0.476837158203125,5416484.177112579,9343446.238558177,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,290.6363636363636,250,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.8333333333333,241.2,0,6,5,1991,1206
3.171.198.83,192.168.1.12,443,52862,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:05:53,0.2384185791015625,1463812096.0,8388608.0,8388608.0,0.0,2,0,349,0,233.0,116.0,174.5,58.5,0.0,0.0,0.0,0.0,233,116,174.5,58.5,3422.25,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,174.5,136,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.5,0.0,0,2,0,349,0
