src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
142.250.4.94,192.168.1.12,443,64927,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:03:59,2520.0843811035156,3831617.7316934722,5158.557426679281,5158.557426679281,0.0,13,0,9656,0,1292.0,64.0,742.7692307692307,565.2916407070375,0.0,0.0,0.0,0.0,1292,64,742.7692307692307,565.2916407070375,319554.6390532544,104,0,8,13,210.0070317586263,2247.333526611328,0.0,618.7863583860615,2520.0843811035156,2247.333526611328,0.0,210.0070317586263,618.7863583860615,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,742.7692307692307,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.0,13.0,0.0,0.0,3614958.3197729425,0.0,742.7692307692307,0.0,0,13,0,9656,0
192.168.1.16,192.168.1.255,44362,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:04:00,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,172.64.155.209,52724,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:00,6668.329238891602,18895.2877829025,299.92520290321426,149.96260145160713,149.96260145160713,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,252,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,104.18.32.47,52767,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:01,7202.1484375,17494.77966101695,277.6949152542373,138.84745762711864,138.84745762711864,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,250,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,3.171.198.24,52779,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:02,6423.711776733398,19614.827747466876,311.3464721820139,155.67323609100694,155.67323609100694,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.16,239.255.255.250,45355,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:04:03,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,149.154.170.96,52831,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:04,71484.56573486328,1762.6182477954028,27.978067425323854,13.989033712661927,13.989033712661927,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,149.154.170.96,52836,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:04,82581.5200805664,1525.7650849375816,24.218493411707644,12.109246705853822,12.109246705853822,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
208.103.161.1,192.168.1.12,443,52297,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,6,2025-05-15 19:03:14,90228698.01521301,20.34829317486595,0.24382486375111706,0.16624422528485255,0.07758063846626452,15,7,1168,668,108.0,60.0,77.86666666666666,19.785067320807602,112.0,83.0,95.42857142857143,14.351278119856412,112,60,83.45454545454545,19.983464238595037,399.33884297520666,300,140,20,15,4296604.667391096,25213618.278503418,0.476837158203125,8091759.615726764,90228698.01521301,25213618.278503418,6888.866424560547,6444907.001086644,9185273.847342584,79544265.27023315,25223420.38154602,986228.2276153564,13257377.545038858,9961927.794417037,0,0,0,0,1,0,0,0,0,0,0,0.4666666666666667,83.45454545454545,11,507,0.0,0.0,0.0,0.0,21356953.144073486,3856665.1344299316,12921731.47201538,7158330.733354829,0.0,0.0,0.0,0.0,0.0,0.0,77.86666666666666,95.42857142857143,0,15,7,1168,668
192.168.1.12,149.154.170.96,52835,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:04,69595.3369140625,1810.4661258495944,28.737557553168166,14.368778776584083,14.368778776584083,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,149.154.170.96,52833,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:04,71112.15591430664,1771.84896702943,28.12458677824492,14.06229338912246,14.06229338912246,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,253,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,149.154.170.96,52832,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:04,73035.00175476074,1725.2002050070023,27.384130238206385,13.692065119103193,13.692065119103193,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,149.154.170.96,52834,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:04,81256.38961791992,1550.6472856162013,24.61344897803494,12.30672448901747,12.30672448901747,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,204.79.197.203,52839,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:03:29,35689793.1098938,5.211574060608318,0.08405764613884384,0.028019215379614614,0.05603843075922923,1,2,60,126,60.0,60.0,60.0,0.0,66.0,60.0,63.0,3.0,66,60,62.0,2.8284271247461903,8.0,20,40,20,1,17844896.5549469,35683584.92851257,6208.181381225586,17838688.373565674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,62.0,252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,63.0,0,1,2,60,126
192.168.1.12,199.232.46.172,52857,80,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:06,73441.74385070801,21268.558153728285,136.1623441339839,68.08117206699195,68.08117206699195,5,5,863,699,341.0,60.0,172.6,135.48372595998384,257.0,60.0,139.8,95.31085982195313,341,60,156.2,118.2749339462931,13988.959999999997,100,100,20,4,8160.193761189778,40447.47352600098,0.2384185791015625,12081.78066078574,73441.74385070801,48133.85009765625,0.2384185791015625,18360.435962677002,18039.100775350522,22885.799407958984,14909.505844116211,0.476837158203125,5721.449851989746,6224.0592680997015,0,0,0,0,1,0,0,0,0,0,0,1.0,156.2,65535,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6,139.8,0,5,5,863,699
192.168.1.16,192.168.1.255,53546,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:04:06,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,149.154.167.99,52830,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:06,267965.31677246094,470.21010598543677,7.463652475959314,3.731826237979657,3.731826237979657,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,20.205.243.166,52854,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:03:37,30558261.63291931,166.1743740857842,0.621763116902304,0.4581412440332766,0.16362187286902735,14,5,4739,339,1917.0,60.0,338.5,553.8854639208879,93.0,60.0,67.8,12.812493902437575,1917,60,267.2631578947368,490.2116451735024,240307.45706371183,280,100,20,13,1697681.2018288507,30014985.56137085,0.0,6868302.978322461,30558261.63291931,30014986.038208008,0.0,2350635.5102245626,7986504.575823101,30539388.41819763,30219256.162643433,8535.146713256836,7634847.104549408,13039638.7064537,0,0,0,0,1,0,0,0,0,0,0,0.35714285714285715,267.2631578947368,65535,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,6.0,0.0,0.0,198937.67858203783,0.0,338.5,67.8,0,14,5,4739,339
20.205.243.166,192.168.1.12,443,52854,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:03:37,30540250.539779663,452.9759826947316,0.2946930637742218,0.2946930637742218,0.0,9,0,13834,0,4872.0,60.0,1537.111111111111,1965.7405415118267,0.0,0.0,0.0,0.0,4872,60,1537.111111111111,1965.7405415118267,3864135.87654321,180,0,20,9,3817531.317472458,30024383.544921875,0.0,9905836.087061638,30540250.539779663,30024383.544921875,0.0,3817531.317472458,9905836.087061638,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1537.111111111111,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13318.0,7.0,0.0,0.0,25816.755952878888,0.0,1537.111111111111,0.0,0,9,0,13834,0
192.168.1.12,52.187.79.109,52051,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:03:38,30005364.894866943,13.964169456632034,0.1666368670242486,0.06665474680969945,0.09998212021454916,2,3,180,239,120.0,60.0,90.0,30.0,113.0,60.0,79.66666666666667,23.697163449568293,120,60,83.8,26.88047618625831,722.5600000000001,40,60,20,2,7501341.223716736,29990981.817245483,0.476837158203125,12984400.383788915,0,0.0,0.0,0.0,0.0,29998431.20574951,29990981.817245483,7449.38850402832,14999215.602874756,14991766.214370728,0,0,0,0,1,0,0,0,0,0,0,1.5,83.8,250,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,79.66666666666667,0,2,3,180,239
192.168.1.12,40.79.189.59,52751,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:03:32,36252248.04878235,5.130716300674971,0.08275348872056404,0.027584496240188015,0.05516899248037603,1,2,60,126,60.0,60.0,60.0,0.0,66.0,60.0,63.0,3.0,66,60,62.0,2.8284271247461903,8.0,20,40,20,1,18126124.024391174,36179153.68080139,73094.36798095703,18053029.656410217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,62.0,254,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,63.0,0,1,2,60,126
192.168.1.16,239.255.255.250,58602,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:04:09,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,125.56.199.65,59778,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:03:39,30028492.68913269,170.9709525932347,0.4662238676091324,0.2331119338045662,0.2331119338045662,7,7,3088,2046,1292.0,73.0,441.14285714285717,540.1043361032672,1292.0,66.0,292.2857142857143,417.08810795312587,1292,66,366.7142857142857,488.23888014130205,238377.20408163272,56,56,8,7,2309884.053010207,19984002.113342285,0.2384185791015625,5684472.266708162,20549702.882766724,20033937.93106079,0.2384185791015625,3424950.4804611206,7429967.013709654,30019938.468933105,19984002.113342285,0.7152557373046875,5003323.078155518,7524895.614089402,0,0,0,0,1,0,0,0,0,0,0,1.0,366.7142857142857,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.14285714285717,292.2857142857143,0,7,7,3088,2046
13.107.246.59,192.168.1.12,443,52847,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,6,2025-05-15 19:04:11,0.476837158203125,358612992.0,4194304.0,4194304.0,0.0,2,0,171,0,93.0,78.0,85.5,7.5,0.0,0.0,0.0,0.0,93,78,85.5,7.5,56.25,40,0,20,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,85.5,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,0.0,0,2,0,171,0
13.107.246.59,192.168.1.12,443,52847,b0:d1:d6:55:23:5e,c8:a3:e8:00:75:89,6,2025-05-15 19:04:11,7865.428924560547,30513.27553804183,508.5545923006972,254.2772961503486,254.2772961503486,2,2,120,120,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,40,40,20,2,2621.809641520182,7865.190505981445,0.0,3707.6301668819633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.0,83,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,2,120,120
74.125.24.95,192.168.1.12,443,58581,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:04:12,210549.35455322266,636.4303527994311,9.498960489543748,9.498960489543748,0.0,2,0,134,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,67,67,67.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,67.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0,2,0,134,0
192.168.1.16,192.168.1.255,60343,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:04:12,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.16,239.255.255.250,59289,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:04:15,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,185.199.109.154,52771,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:17,6616.353988647461,19043.72109113185,302.281287160823,151.1406435804115,151.1406435804115,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,1023,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.16,192.168.1.255,35082,15600,24:fc:e5:ce:23:90,ff:ff:ff:ff:ff:ff,17,2025-05-15 19:04:18,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,185.199.109.154,52792,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:19,6557.226181030273,19215.442097225758,305.0070174162819,152.50350870814094,152.50350870814094,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.12,185.199.108.133,52794,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:19,6091.594696044922,20684.23890410959,328.32125244618396,164.16062622309198,164.16062622309198,1,1,60,66,60.0,60.0,60.0,0.0,66.0,66.0,66.0,0.0,66,60,63.0,3.0,9.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,255,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,0,1,1,60,66
192.168.1.16,239.255.255.250,33471,15600,24:fc:e5:ce:23:90,01:00:5e:7f:ff:fa,17,2025-05-15 19:04:21,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.12,52.123.252.6,52846,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:21,10313.272476196289,17453.238088633054,290.88730147721753,193.92486765147837,96.96243382573918,2,1,120,60,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,40,20,20,2,5156.6362380981445,10312.795639038086,0.476837158203125,5156.159400939941,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,1024,16386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,1,120,60
192.168.1.12,20.189.173.23,52848,443,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,6,2025-05-15 19:04:21,186875.581741333,963.2077038783485,16.05346173130581,10.702307820870539,5.3511539104352694,2,1,120,60,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,40,20,20,2,93437.7908706665,186874.8664855957,0.7152557373046875,93437.0756149292,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,1021,16386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,1,120,60
192.168.1.12,192.168.1.254,60002,53,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:04:21,0.0,0,0,0,0,1,0,92,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0,1,0,92,0
192.168.1.12,192.168.1.254,54076,53,c8:a3:e8:00:75:89,b0:d1:d6:55:23:5e,17,2025-05-15 19:04:21,0.0,0,0,0,0,1,0,92,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0,1,0,92,0
192.168.1.254,192.168.1.12,53,60002,a6:ba:5f:4c:8c:03,c8:a3:e8:00:75:89,17,2025-05-15 19:04:21,0.0,0,0,0,0,1,0,215,0,215.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,215,215,215.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,215.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0,1,0,215,0
